_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000008	0.1377671317	0.0364303785	0.139843759	0.1190427551	0.0363183222	-0.050503553	0.1064768509	1	0.1373003006	0.0559597604	0.1391043367	0.1065791996	-0.022445369	0.0364519572	0.1795545991	0.111141244	0.0845605513	-0.267293253	0.2055479166	0.0800481165	-0.012080421	-0.0964053	0.088150976	0.0588894341	0.0180093627	0.1054278279	-0.050439113	0.0107335513	0.2197730382	0.0297475462	0.153598624	0.0935588666	0.1257537545	0.011061198	0.1616351558	-0.125549673	0.045641669	0.0619432883	0.0555646172	-0.01571765	0.1276960614	0.1482583029	0.0719707487	0.0264301637	0.0096785522	0.0599813835	-0.035675603	0.0416040554	0.0741482801	-0.085469085	-0.054664491	0.0906754726	0.0991457604	0.1594587548	0.2511569087	0.1495252471	-0.116873401	0.1883553008	-0.045527926	-0.006304223	-0.041416813	-0.072439065	0.1625585672	-0.008043357	0.2121127838	0.0698729712	-0.025938702	0.3294180466	0.113250753	0.0728410906	-0.004848149	0.0711497382	0.1018213719	-0.00313443	0.1115743224	0.0396430226	0.024323391	-0.077905667	-0.01885516	-0.036226743	0.0781264896	0.1230125809	0.1929484723	-0.021658383	0.0300312205	0.1480921397	0.1949483363	0.004914816	0.1636972776	0.1048937257	0.0254006944	-0.050559169	0.2054298228	0.2029679124	0.195097811	0.1957497652	0.2042784007	0.1964042251	0.1964042251	0.1876111852	0.1964042251	0.1882634305	0.1882634305	0.197061186	0.1889181818	0.1889181818	0.1983826877	-0.132367121	0.0588847829	0.1969772865	0.3825952927	-0.123308658	-0.054776955	0.0162589199	-0.164786132	0.0811417351	0.0999412513	-0.104880771	0.0920776352	0.0388699592	0.0928348762	0.1648841293	0.0655260638	-0.214216827	-0.020841137	0.0104739015	-0.999	-0.058636546	-0.184376497	0.0172364785	0.1381979923	0.0260719546	0.0822422371	0.3344351722	-0.800260456	-0.092799892	0.1981357928	0.3386770885	0.2607641462	-0.804563885	-0.808194707	-0.811050997	-0.013220728	-0.007049433	-0.007049433	-0.842599746	-0.842599746	-0.859196201	-0.118088778	0.027418981
CORR	v000009	0.1728598584	0.1655560668	0.0786804036	0.1300760978	0.0355794424	-0.028395383	0.1058612454	0.1373003006	1	-0.022633521	0.3026519457	0.137646786	-0.148711938	0.0241004615	0.1286036817	0.0854800822	0.1116917871	-0.318028241	0.0111724448	0.10454309	-0.059386278	-0.191383913	0.1584921941	-0.047080277	-0.034846331	0.1995720188	0.1596413806	-0.081651365	0.1238035347	0.0526033234	0.1420702427	0.2117574889	0.1878652532	0.0356951138	0.0054577591	-0.356642142	0.0817152107	0.2540825669	0.1089334746	0.1378027287	0.2003568686	0.0491227924	0.1797698929	0.1440501102	0.2099590084	0.0034944414	0.0890125196	0.1158145113	-0.031813123	-0.275611628	-0.111659481	-0.12539884	0.2090850869	0.1498558909	0.1439869176	0.1975844548	-0.323532594	0.1090214057	0.0276829307	0.1143184131	-0.315817311	-0.252495782	0.177467277	-0.119286897	0.167328021	0.0531064894	-0.135144504	0.2354882087	0.0617852387	-0.191027875	-0.10475093	0.2681021112	0.0652002146	0.0832496459	0.2545727692	0.1798844476	0.1356904825	0.0292205392	0.0149407193	-0.163439562	-0.074635125	0.0722375063	0.1347520412	-0.19630882	-0.018139793	0.1595796794	0.1442159865	0.104840373	0.1268241179	-0.009186299	-0.186437401	0.0448231701	0.1442389446	0.1497548705	0.1503791685	0.1510058141	0.1510058141	0.151634822	0.151634822	0.151634822	0.151634822	0.1418013151	0.1418013151	0.1418013151	0.152900005	0.152900005	0.1430601287	-0.177112443	0.1501601389	0.1501601389	0.1163962095	-0.006428751	-0.004059628	-0.081236087	0.0001810586	0.2243568018	0.0339182079	0.0143713849	0.1240025062	0.2633873188	-0.218637234	-0.216449019	0.1587820048	-0.139165879	-0.210207689	0.1420625675	-0.999	-0.183408977	-0.999	0.0938385928	0.1576822165	-0.044233332	0.1798623991	0.0853523846	-0.169331097	0.0003157877	0.0023624276	-0.037494042	-0.161587657	-0.805369258	-0.809156663	0.0199472442	0.0927836665	-0.139043695	-0.005174994	-0.84500351	-0.84500351	-0.862315548	-0.033703656	-0.878806561
CORR	v000010	-0.272419889	0.1130397248	-0.014910209	0.107493122	-0.253749295	-0.061624005	0.111448857	0.0559597604	-0.022633521	1	-0.106242205	0.0502264166	-0.157524147	-0.202024261	0.0428637544	-0.01290317	0.0063120633	-0.086331912	0.0553942643	0.0892234125	-0.073904767	-0.018691552	0.1643980249	-0.243295146	-0.003774767	0.1838559649	0.1286443547	-0.386599212	0.1592107014	-0.021304383	0.0798451506	-0.081144111	0.0808168876	0.2088986933	0.023445366	-0.05657457	-0.092683281	-0.065511633	0.1333170383	0.1795364844	-0.003759185	0.0431646084	0.0028522663	0.1777056251	-0.137770932	-0.340881248	-0.069090907	-0.020262227	0.1128642041	-0.274207636	-0.038269861	-0.073598716	0.1792901164	-0.135874745	-0.000757589	0.0116324127	-0.258711827	0.0631411135	0.0490534744	0.1087669757	0.0803704251	-0.251085782	0.0494696203	-0.096866917	0.1280409892	-0.027299141	-0.069915763	-0.069915763	-0.019230136	-0.128098694	0.0580470308	0.0055451216	-0.119622173	0.1138520001	0.0422890279	-0.086238063	-0.101368101	-0.857713242	0.4423412872	-0.161960266	-0.031640827	-0.048218941	-0.869057446	-0.871560338	-0.036399338	0.0636056388	-0.878310641	0.0824809505	-0.881500309	-0.104612585	-0.138838225	0.0308009647	-0.890136385	-0.897764627	-0.898692452	-0.899604282	-0.899604282	-0.900548282	-0.900548282	-0.900548282	-0.900548282	-0.901474855	-0.901474855	-0.901474855	-0.902492949	-0.902492949	-0.903463733	-0.904468956	-0.009446882	-0.915544627	-0.123540401	0.0676444576	-0.002452905	-0.079712489	0.1173882517	0.0849308059	-0.223113857	-0.101514465	0.0958573577	-0.999	-0.999	-0.025064549	-0.138982013	-0.211179422	-0.135215618	-0.999	-0.125270254	-0.999	-0.999	-0.0116918	0.0275668463	-0.042754362	-0.039908658	0.2762785137	-0.801404341	0.0347359513	-0.802811968	0.2915331894	-0.806040009	-0.806040009	-0.809949533	-0.01917568	-0.063039238	-0.826611015	0.1505965669	-0.846993339	-0.846993339	-0.864895479	0.2038223715	-0.108240104
CORR	v000011	-0.132007909	-0.087087931	0.1229178082	0.1024951041	-0.116464061	0.105225902	0.0071915576	0.1391043367	0.3026519457	-0.106242205	1	0.131554321	-0.269469273	-0.035505789	0.1091087133	0.0242552031	0.0713552372	-0.404529365	-0.022077266	0.0029135167	-0.012834462	-0.003644365	-0.137470089	-0.136978671	-0.097812278	0.0266368686	-0.030209486	-0.171429038	0.0965322527	-0.052332413	-0.228402571	0.4974585313	0.2190020324	0.0070945415	-0.030962792	-0.038133288	0.1103112158	0.3556657272	-0.096841277	-0.095932394	0.2762300741	-0.134895332	0.1697299183	-0.113540209	0.5051916954	-0.053015473	0.1499289228	0.3042585617	-0.330943409	-0.330943409	-0.141588796	-0.116904036	0.0964114351	0.0172936163	0.0176049934	-0.088361625	-0.252723375	0.1260708844	-0.081652762	-0.063741995	-0.117251013	-0.169057198	-0.197004302	-0.303890785	0.0689633799	-0.050697343	-0.154762434	0.3300429331	0.2269297284	-0.097415844	0.0758630449	-0.016222313	-0.067304719	0.0712838947	-0.852396905	0.182257523	-0.028557729	-0.156048953	-0.201275457	-0.863425376	-0.119977291	-0.063331809	0.0214954665	-0.879036324	-0.051773349	-0.008107586	0.0131344741	0.201527125	-0.002651446	0.3736506023	-0.248855799	0.1418636287	0.021980032	0.0268811449	0.0088992736	0.0094462014	0.0094462014	0.0099951455	0.0099951455	0.0099951455	0.0099951455	0.0105461208	0.0105461208	0.0105461208	0.0110991424	0.0110991424	0.0116542259	-0.917250036	-0.051281814	0.0179007858	0.2590012976	-0.046878703	0.3167599276	-0.954414043	0.029349294	-0.005153047	-0.059153604	-0.143582634	0.0864449802	0.4473405671	-0.211621438	-0.209431202	0.3437511886	-0.20549526	-0.999	0.020756524	-0.031106564	-0.999	-0.175626364	0.1747526414	0.3641550723	-0.801937928	0.2704400466	0.2717332763	-0.162279041	-0.161443533	-0.029733694	0.3095135144	-0.809192273	-0.809192273	-0.813678234	-0.817187076	-0.137271355	-0.05116389	0.0440306938	-0.856265675	-0.856265675	-0.876968826	0.0717177879	0.036987397
CORR	v000012	-0.30339262	0.0729313074	0.0992107248	0.0564637062	0.1141111405	0.0327875563	0.0286304974	0.1065791996	0.137646786	0.0502264166	0.131554321	1	-0.032284806	-0.061856102	0.254141837	0.0944830528	0.0689560718	-0.170778884	0.0760271185	0.0864858576	0.0274526859	0.0053164094	-0.012787938	0.1228404739	0.0510341021	0.0223023816	0.102471352	0.1051626028	0.2357858568	-0.020605099	-0.111073307	0.3317414528	0.2173704747	0.1278841466	0.0700848161	-0.146817206	0.1354623743	0.1978956122	0.0555593018	0.0162797069	0.1946429093	0.0096230546	0.1383447884	0.0725828965	-0.016422831	0.2001705493	-0.124219602	0.1639022895	0.1480807023	-0.104508692	0.1137998782	0.0202492056	0.1783288225	0.2747895876	0.1226991601	-0.149041738	-0.10449498	0.2347237629	-0.119231128	0.1735472504	-0.058782832	-0.059713437	-0.238579702	-0.088163631	0.1148442866	0.04371903	0.0380538729	0.013988154	0.1723628314	-0.055235648	0.3331581691	-0.141172992	-0.848185837	0.2917077529	-0.131815525	0.1988572508	-0.092976757	-0.119438728	-0.119438728	-0.065331591	-0.118256152	-0.115456458	0.322710537	-0.0765445	0.1302263384	0.0728072997	0.3388839106	0.2637750632	0.2899725475	0.1403328295	0.0211873057	0.022774713	0.3337552119	0.3400571513	0.3407708711	0.3414873693	0.3414873693	0.3422066678	0.3422066678	0.3364499913	0.3422066678	0.3313095336	0.3313095336	0.3371691047	0.3378910467	0.3378910467	0.3386158399	-0.029094439	0.0384540715	0.3287619835	0.2201488526	0.0432498161	0.0457060212	-0.108271568	0.083716036	0.3920856606	-0.215931321	-0.09354198	0.0705478635	0.0065762239	-0.210112967	-0.047831886	0.2748293545	-0.080969298	-0.12753979	-0.123655303	-0.117592344	-0.008051694	-0.007160166	0.1430192678	0.1318176487	-0.086389416	0.0943516725	0.3073420326	-0.804596969	0.2082388045	-0.080026964	0.2892595439	-0.153014943	-0.810119789	-0.015650826	-0.818420214	0.5406286766	0.0042243775	0.1095656064	-0.858999979	-0.858999979	-0.88054855	0.1087402229	0.038642268
CORR	v000013	-0.269763651	-0.070670324	-0.113473926	-0.033239423	0.3379728351	-0.28825322	0.1338730232	-0.022445369	-0.148711938	-0.157524147	-0.269469273	-0.032284806	1	0.121338058	-0.035141978	-0.024725039	-0.112748563	0.0175609301	0.1113887355	0.0804685156	-0.088147329	-0.135137782	0.1347265476	0.3193198636	-0.128063918	0.0189838668	-0.125522044	0.2205062621	-0.049999137	0.3105477928	-0.15657528	-0.138372266	-0.025823314	0.0510902593	0.3682748862	0.364128715	-0.00237877	-0.078459023	0.0512833402	0.0948576903	-0.115418791	0.1926037339	0.0750233711	0.0436995792	-0.062082972	0.3183361953	-0.223615159	-0.043332259	-0.029437222	0.3901240478	-0.013962007	0.3922065564	-0.149219449	0.132696297	-0.147636446	-0.146303736	0.3854969789	-0.099099484	0.0972875065	0.0431873759	-0.240253683	0.4470833822	-0.10787329	0.3817538109	-0.191071249	-0.154904772	-0.150368625	-0.184145856	-0.225652522	0.3351702027	0.0486897522	-0.217058794	-0.136811451	-0.102055726	-0.163697199	-0.162656936	0.025994368	-0.003277408	-0.003277408	-0.196820427	0.3876841174	-0.05874708	-0.186710564	0.2281995996	-0.253001837	-0.251894903	-0.042965529	0.020446105	-0.065996238	-0.246196417	0.2109828221	0.0256717064	-0.089967574	-0.085601946	-0.121315934	-0.120839166	-0.120839166	-0.120360666	-0.120360666	-0.167362295	-0.120360666	-0.166906753	-0.166906753	-0.083615943	-0.237297631	-0.237297631	-0.118914654	0.3056720749	-0.232139632	-0.941629054	-0.112966475	-0.156937312	-0.226741227	0.4810718943	-0.151380756	-0.143383341	0.115727029	-0.090939926	0.0093494654	-0.208308147	-0.047787067	0.1554089089	-0.202776529	0.279723822	0.1035535845	-0.121149926	-0.999	0.2771929188	0.8378244139	-0.168751833	-0.163296501	-0.803680089	0.0720564433	-0.028400009	0.8088599769	-0.806377729	-0.80757617	0.0146757029	-0.150656209	0.6465667294	-0.81656746	-0.141386168	-0.133392398	-0.837575626	-0.047052564	0.8464016458	0.8464016458	0.6880563393	-0.105424374	-0.098634449
CORR	v000014	-0.253173839	0.2302766045	-0.176296714	0.0667016372	-0.316019312	-0.025679858	0.0691679354	0.0364519572	0.0241004615	-0.202024261	-0.035505789	-0.061856102	0.121338058	1	0.0320623293	0.1947238863	0.3186935157	-0.272672858	0.2563991687	0.2876235007	-0.103372838	-0.117746368	0.2814803213	-0.282792368	0.022231202	0.0683769315	0.0383886922	-0.3737232	0.2455256045	0.0530388819	-0.021496028	-0.133618016	0.0469160936	0.1027796697	0.0257865678	-0.159202816	0.0380251346	-0.179495681	0.2124036354	0.1004048809	-0.078954321	0.0848280589	-0.058663178	0.0960473004	-0.008204195	-0.999	-0.098379345	-0.051732192	0.0199122824	-0.323405886	-0.076760505	0.0285661549	-0.081973599	-0.310844829	0.1384957512	0.0184593863	-0.309094194	-0.138817822	-0.111834569	-0.02366859	-0.02050282	-0.302054622	0.0115324603	0.069207914	0.0375869082	-0.077469558	-0.07258071	-0.07258071	-0.115387644	-0.174741615	-0.139673625	-0.006524864	-0.103978339	0.1409438986	0.0717071626	-0.203409435	-0.114688764	-0.871730873	-0.112353613	-0.147121611	0.1689085993	-0.079216477	-0.8877576	-0.25026279	-0.133142178	0.036573952	-0.900891883	0.0579780606	-0.243903799	-0.125332929	0.0288550991	-0.008423283	-0.917796438	-0.928731888	-0.930081254	-0.931380487	-0.931380487	-0.932768953	-0.932768953	-0.932768953	-0.932768953	-0.934102542	-0.934102542	-0.934102542	-0.935552159	-0.935552159	-0.936965983	-0.9384076	-0.95449055	-0.95449055	-0.072022709	0.050889938	-0.222888797	-0.101385529	-0.031602035	-0.212280396	0.1205749652	-0.208690372	-0.204446214	-0.999	-0.130126813	-0.078623769	-0.198912038	-0.999	0.0253303219	-0.067318909	-0.999	-0.799288661	-0.000115617	-0.801280878	0.0430347324	-0.079759988	0.1242850324	-0.076164586	-0.024130355	-0.153689454	-0.073398502	-0.073398502	-0.814389843	-0.814389843	-0.819799676	0.0365920203	-0.129507093	-0.042934935	0.1167627533	-0.871461878	-0.871461878	-0.896862424	-0.018013927	-0.094746468
CORR	v000015	0.0895636746	0.1384909259	0.1411353143	0.1176423294	0.0616242848	0.0278288181	0.0157105282	0.1795545991	0.1286036817	0.0428637544	0.1091087133	0.254141837	-0.035141978	0.0320623293	1	-0.004232808	0.0220384724	-0.22599809	0.0569236073	0.1293647913	-0.13686109	-0.012702094	0.0446659452	0.0054672279	-0.075472617	0.0923706153	-0.017862224	0.029310341	0.1768087451	-0.030102744	0.1299169085	0.1991703321	0.1363448136	0.154619276	0.0664920192	-0.15781002	0.0313102789	0.2225000233	0.0071238305	-0.011711601	0.2973487144	0.121002199	0.2034475779	0.1377698842	0.0760688314	0.0689678783	-0.158756343	0.0394415702	0.1270796211	-0.216743673	-0.007359105	0.0588571972	0.100938272	0.2078050719	0.3270406866	0.079408483	-0.243344919	0.2505499002	-0.110440114	0.0393492824	-0.005236119	-0.107543794	0.1460798449	0.0805773349	0.2536808937	0.0182064122	-0.092454403	0.1723687026	0.1455083093	-0.111088743	0.2778833801	0.1324450438	0.0640154662	0.2196085563	0.0611943141	0.1791852841	0.0731551799	0.121466142	-0.034919214	-0.19147193	-0.080735204	-0.01072044	0.2007977337	-0.133102926	0.0522235128	0.1415862917	0.2020554655	0.1368774245	0.1778642722	0.2832019955	-0.122687862	-0.055320444	0.2123081137	0.2265781095	0.2097873605	0.2104290703	0.2192848741	0.2110732074	0.2110732074	0.2110732074	0.2110732074	0.2117197902	0.2117197902	0.2117197902	0.2123688375	0.2123688375	0.2130203682	-0.112848019	-0.040923928	0.2111454093	0.1368622412	0.1010043009	-0.008062462	0.0168595902	0.0192917882	0.2631989872	0.1066500648	0.0099135872	-0.042704346	0.0974192794	-0.999	0.0425003059	0.1519630895	-0.196601899	-0.11966207	0.0040104932	-0.109713133	-0.090337812	-0.038292022	0.1332567355	0.0727281253	0.0998535985	-0.075824286	-0.808684517	-0.022837255	-0.074000512	0.1074999592	-0.019910637	-0.815296186	-0.815296186	-0.820852715	0.0379125453	0.4355837955	-0.041687952	-0.041687952	0.0284241511	0.0284241511	-0.900342508	0.1171309863	-0.009296596
CORR	v000016	-0.079300497	0.134512415	-0.01011294	0.0998425691	-0.220215947	-0.009965163	0.070703164	0.111141244	0.0854800822	-0.01290317	0.0242552031	0.0944830528	-0.024725039	0.1947238863	-0.004232808	1	0.9406068671	-0.920559002	0.2766009507	0.0919328075	0.0593254399	-0.050586436	0.1635097166	-0.2235535	0.1093307585	0.0960878413	-0.049629405	-0.174725029	0.2867978155	0.0653336456	-0.098604109	-0.047341634	0.1453877353	0.0544201637	0.03916381	-0.203797412	0.1714550285	-0.09806648	0.0768469809	0.0921221219	-0.074338557	0.0586742724	0.0353398607	0.0540362477	0.0795325968	-0.261062029	-0.093883572	-0.009058813	0.0248116054	-0.214011637	-0.05669041	0.0961136923	-0.16780354	-0.199668924	0.1765830407	0.1310193051	-0.197669306	0.0029640195	-0.050487984	-0.158033952	0.0459759382	-0.189626771	0.0514566038	0.1112915587	0.2298864078	0.0338072399	-0.000415797	0.0135796532	-0.065483556	-0.043124502	-0.169776414	-0.055362472	-0.162772149	0.202018849	0.0382536518	-0.267588079	-0.014627895	-0.143455606	-0.031921222	-0.107794301	0.0805573454	-0.104204905	-0.248444795	-0.898112678	0.0700470294	-0.036867828	-0.242182515	-0.03163745	-0.169828792	-0.917984716	-0.083761445	-0.082346801	-0.927376695	-0.939545322	-0.941004413	-0.942462032	-0.942462032	-0.943953218	-0.943953218	-0.943953218	-0.943953218	-0.945511881	-0.945511881	-0.945511881	-0.947077616	-0.947077616	-0.948659834	-0.073537036	-0.968111223	-0.968111223	-0.037491277	-0.007434487	0.0752998302	-0.0973374	-0.09517604	-0.086739494	0.056229411	-0.131452477	-0.999	-0.126822342	-0.126231361	-0.005251246	-0.195260291	-0.070040099	-0.029112877	-0.063274073	-0.999	-0.800765647	0.0040239961	0.0076450098	0.0142232697	-0.02389942	0.0523120752	0.1504009425	-0.072269078	0.0211356265	0.0851493562	0.0565019363	0.1173121412	-0.143106598	-0.137632392	0.2113002497	-0.044854119	-0.848494033	0.0150820367	-0.106745791	-0.106745791	-0.097864143	-0.014132006	-0.091074076
CORR	v000017	-0.201823913	0.1040313317	-0.047976635	0.0849864935	-0.119279639	0.0543315187	0.0054012193	0.0845605513	0.1116917871	0.0063120633	0.0713552372	0.0689560718	-0.112748563	0.3186935157	0.0220384724	0.9406068671	1	-0.392642274	0.2017109538	0.0624274446	-0.002012279	0.0406804142	0.0498963847	-0.277621974	0.0899124552	0.069516357	-0.029854614	-0.978649233	0.2603853095	0.0449307801	-0.070339346	-0.00484024	0.1773123056	0.0632998363	0.0565806713	-0.176216761	0.1979527103	-0.096700768	0.0119693745	0.012953721	-0.032967855	0.0429593903	0.0793729091	0.0080449485	0.1619695838	-0.323186799	-0.06029883	-0.007623101	-0.044355177	-0.999	-0.040879357	0.0449088636	-0.015160959	-0.027340687	0.1588398779	0.056317483	-0.239572015	0.0165896441	-0.049125237	-0.156788212	0.0779854467	-0.839351549	-0.057424167	0.1295754993	0.2481929784	0.0470027108	-0.047628682	0.0009742092	-0.109845668	0.0344169507	-0.168567197	-0.163187008	-0.206388996	0.1808229473	-0.154168573	-0.266506865	-0.033119069	-0.878106914	-0.030600117	-0.141866005	-0.051467121	-0.138409105	-0.247359706	-0.900309182	0.0714360741	0.0071269368	-0.911227371	-0.030339095	-0.916384454	-0.120073712	-0.236463144	0.1358776096	-0.930490267	-0.942987377	-0.94447892	-0.946024547	-0.946024547	-0.947610817	-0.947610817	-0.947610817	-0.947610817	-0.949133184	-0.949133184	-0.949133184	-0.950781774	-0.950781774	-0.952425594	-0.227882884	-0.223563196	-0.972501688	-0.010095252	-0.147762291	0.0766561218	-0.05902861	-0.093964133	-0.01703206	0.0946067756	-0.999	-0.199704253	-0.076513392	-0.199162306	-0.003981674	-0.070141264	-0.999	0.0548981197	-0.062063242	-0.999	-0.163861428	-0.163121736	-0.160114622	0.0485053465	0.050509739	-0.019850531	0.0831822062	-0.149762154	0.0223719686	-0.01596408	0.0244127907	0.0307254342	-0.81820336	-0.136534288	0.2747290375	-0.840872825	-0.850285971	0.0162846363	-0.882596067	-0.882596067	-0.91150307	-0.096765012	-0.089974959
CORR	v000018	-0.22253119	-0.317946938	-0.243860007	-0.174209121	-0.878364411	-0.048679886	-0.252739817	-0.267293253	-0.318028241	-0.086331912	-0.404529365	-0.170778884	0.0175609301	-0.272672858	-0.22599809	-0.920559002	-0.392642274	1	-0.291947972	-0.258031589	-0.323825839	-0.957569927	-0.083357967	-0.964035626	-0.973122997	-0.140518767	-0.30948	-0.985184584	-0.999	-0.109874774	-0.28436425	-0.211479946	-0.345110494	-0.183325255	-0.276103392	-0.999	-0.231845927	-0.198108758	-0.333598624	-0.270475412	-0.264592366	-0.999	-0.259645322	-0.999	-0.321807758	-0.999	0.1463442876	-0.254080909	-0.999	-0.999	-0.207682014	-0.02009307	-0.164291096	-0.836161921	-0.304023895	-0.302928991	-0.836890886	-0.300484036	-0.839046559	-0.188080124	-0.840600756	-0.84021742	-0.181040524	-0.179643327	-0.843700007	-0.845149893	-0.216703365	-0.847889561	-0.849519459	-0.104588038	-0.004379263	-0.856667266	-0.071515635	-0.266651141	-0.865618191	-0.19626023	-0.877774505	-0.88104996	-0.255022367	-0.185558472	-0.254026842	-0.071353717	-0.900205218	-0.90445838	-0.90716742	-0.909994581	-0.916004663	-0.237209543	-0.921471027	-0.92610854	-0.929794791	0.0718245398	-0.936335802	-0.949599977	-0.951217247	-0.952804297	-0.952804297	-0.95446353	-0.95446353	-0.95446353	-0.95446353	-0.956110929	-0.956110929	-0.956110929	-0.957870714	-0.957870714	-0.959597969	-0.961337093	-0.101721862	-0.980884338	-0.149054803	-0.21800361	0.0791256283	-0.999	-0.212899123	-0.205555475	-0.129294794	-0.041449268	-0.999	-0.999	-0.999	-0.120549379	-0.067935881	-0.999	-0.999	0.0377933528	-0.999	-0.802139082	0.5182401229	-0.080303909	-0.808386022	-0.809646126	-0.148594503	-0.147764231	-0.812392163	-0.06806508	-0.814694847	-0.145236957	-0.819964327	-0.140010026	0.3657332397	-0.831354833	-0.843780724	-0.853682337	-0.853682337	-0.887741235	-0.887741235	-0.918249483	-0.918249483	-0.947885116
CORR	v000019	0.0088746666	0.039323599	0.0417323063	0.1126715919	0.0150432605	0.0273877589	0.047946977	0.2055479166	0.0111724448	0.0553942643	-0.022077266	0.0760271185	0.1113887355	0.2563991687	0.0569236073	0.2766009507	0.2017109538	-0.291947972	1	0.1670208348	-0.010216454	-0.093820719	0.080342547	-0.143143857	0.0739137667	0.0640785085	-0.032569593	-0.093677229	0.1797556665	0.118790203	0.0357779522	0.0106426843	0.1199988564	0.0769660768	0.0300056423	-0.27087595	0.0892877274	0.0613630025	0.0848733062	0.1451448975	0.0364316228	0.2499337423	0.0335657296	0.0786170799	0.0041459568	-0.091100858	-0.013884908	-0.054252563	-0.085384272	-0.085384272	-0.065123237	0.22518849	0.0870162333	0.0504805072	0.040250332	0.0307623653	-0.130370716	0.0558806223	-0.152388175	0.1247164265	0.4537430903	-0.024403246	0.0105057088	0.4972241379	0.0125229637	-0.111725049	0.0067966639	-0.135332594	0.0727483969	0.2552354277	-0.001124025	0.0480174867	-0.068433264	0.0821761895	-0.018705097	0.0170089201	-0.254424767	0.0598930421	-0.047269154	-0.046854168	0.1001679058	0.0645262718	-0.035173167	-0.05841855	-0.031522239	0.0640162995	-0.052955235	0.1242316492	-0.080536183	-0.114998586	0.1155850937	-0.075877341	-0.018973788	-0.040336042	-0.039827326	-0.03931676	-0.013316608	-0.038804332	-0.038804332	-0.038804332	-0.038804332	-0.038290029	-0.038290029	-0.038290029	-0.037773837	-0.037773837	-0.037255741	-0.103810037	0.0911715168	-0.061919525	0.0917783894	-0.094749085	0.0648024591	-0.091050192	-0.020751042	-0.042796459	0.3550288003	-0.038503242	-0.033425217	-0.002041892	-0.120181732	0.1435280052	0.0319406776	-0.999	-0.022663585	-0.107078459	-0.999	-0.081639892	-0.803875157	0.0752796155	-0.810059256	-0.069815397	0.087463342	0.0265396719	-0.066221069	0.1774392909	-0.010910993	-0.010910993	0.2926636523	-0.004859971	-0.829193171	0.0058884571	0.0567862146	0.0213189898	-0.114843109	-0.101045529	-0.101045529	-0.008106894	-0.927677701	-0.000640588
